GENERATION_PROJECT	build_year	gen_overnight_cost	gen_fixed_om
Wells_Conventional_Gas	2065	6276638	0
Wells_Conventional_Gas	2070	6402171	0
Wells_Conventional_Gas	2075	6530214	0
Wells_Conventional_Gas	2080	6660818	0
Wells_Conventional_Gas	2085	6794035	0
Wells_Conventional_Gas	2090	6929915	0
Wells_Conventional_Gas	2095	7068514	0
Wells_Conventional_Oil	2045	8001084	0
Wells_Conventional_Oil	2050	8161106	0
Wells_Conventional_Oil	2055	8324328	0
Wells_Conventional_Oil	2060	8490815	0
Wells_Conventional_Oil	2065	8660631	0
Wells_Conventional_Oil	2070	8833844	0
Wells_Conventional_Oil	2075	9010521	0
Wells_Conventional_Oil	2080	9190731	0
Wells_Conventional_Oil	2085	9374546	0
Wells_Conventional_Oil	2090	9562037	0
Wells_Conventional_Oil	2095	9753277	0
Wells_Shale_Gas	2045	885307	0
Wells_Shale_Gas	2050	903013	0
Wells_Shale_Gas	2055	921074	0
Wells_Shale_Gas	2060	939495	0
Wells_Shale_Gas	2065	958285	0
Wells_Shale_Gas	2070	977451	0
Wells_Shale_Gas	2075	997000	0
Wells_Shale_Gas	2080	1016940	0
Wells_Shale_Gas	2085	1037278	0
Wells_Shale_Gas	2090	1058024	0
Wells_Shale_Gas	2095	1079184	0
Wells_Shale_Oil	2045	2621438	0
Wells_Shale_Oil	2050	2673867	0
Wells_Shale_Oil	2055	2727345	0
Wells_Shale_Oil	2060	2781891	0
Wells_Shale_Oil	2065	2837529	0
Wells_Shale_Oil	2070	2894280	0
Wells_Shale_Oil	2075	2952165	0
Wells_Shale_Oil	2080	3011209	0
Wells_Shale_Oil	2085	3071433	0
Wells_Shale_Oil	2090	3132862	0
Wells_Shale_Oil	2095	3195519	0
Wells_Offshore_Gas	2045	2467301	0
Wells_Offshore_Gas	2050	2516647	0
Wells_Offshore_Gas	2055	2566980	0
Wells_Offshore_Gas	2060	2618320	0
Wells_Offshore_Gas	2065	2670686	0
Wells_Offshore_Gas	2070	2724100	0
Wells_Offshore_Gas	2075	2778582	0
Wells_Offshore_Gas	2080	2834153	0
Wells_Offshore_Gas	2085	2890836	0
Wells_Offshore_Gas	2090	2948653	0
Wells_Offshore_Gas	2095	3007626	0
Wells_Offshore_Oil	2045	846504	0
Wells_Offshore_Oil	2050	863434	0
Wells_Offshore_Oil	2055	880703	0
Wells_Offshore_Oil	2060	898317	0
Wells_Offshore_Oil	2065	916284	0
Wells_Offshore_Oil	2070	934609	0
Wells_Offshore_Oil	2075	953301	0
Wells_Offshore_Oil	2080	972367	0
Wells_Offshore_Oil	2085	991815	0
Wells_Offshore_Oil	2090	1011651	0
Wells_Offshore_Oil	2095	1031884	0
Mines_Coal_Surface	2045	17080	0
Mines_Coal_Surface	2050	17422	0
Mines_Coal_Surface	2055	17770	0
Mines_Coal_Surface	2060	18126	0
Mines_Coal_Surface	2065	18488	0
Mines_Coal_Surface	2070	18858	0
Mines_Coal_Surface	2075	19235	0
Mines_Coal_Surface	2080	19620	0
Mines_Coal_Surface	2085	20012	0
Mines_Coal_Surface	2090	20412	0
Mines_Coal_Surface	2095	20821	0
Mines_Coal_Underground	2045	64050	0
Mines_Coal_Underground	2050	65331	0
Mines_Coal_Underground	2055	66638	0
Mines_Coal_Underground	2060	67971	0
Mines_Coal_Underground	2065	69330	0
Mines_Coal_Underground	2070	70717	0
Mines_Coal_Underground	2075	72131	0
Mines_Coal_Underground	2080	73574	0
Mines_Coal_Underground	2085	75045	0
Mines_Coal_Underground	2090	76546	0
Mines_Coal_Underground	2095	78077	0
NonHawaii_OilPipeline_Onshore	2045	361655	0
NonHawaii_OilPipeline_Onshore	2050	368888	0
NonHawaii_OilPipeline_Onshore	2055	376266	0
NonHawaii_OilPipeline_Onshore	2060	383792	0
NonHawaii_OilPipeline_Onshore	2065	391467	0
NonHawaii_OilPipeline_Onshore	2070	399297	0
NonHawaii_OilPipeline_Onshore	2075	407283	0
NonHawaii_OilPipeline_Onshore	2080	415428	0
NonHawaii_OilPipeline_Onshore	2085	423737	0
NonHawaii_OilPipeline_Onshore	2090	432212	0
NonHawaii_OilPipeline_Onshore	2095	440856	0
NonHawaii_OilPipeline_Offshore	2045	335483	0
NonHawaii_OilPipeline_Offshore	2050	342192	0
NonHawaii_OilPipeline_Offshore	2055	349036	0
NonHawaii_OilPipeline_Offshore	2060	356017	0
NonHawaii_OilPipeline_Offshore	2065	363137	0
NonHawaii_OilPipeline_Offshore	2070	370400	0
NonHawaii_OilPipeline_Offshore	2075	377808	0
NonHawaii_OilPipeline_Offshore	2080	385364	0
NonHawaii_OilPipeline_Offshore	2085	393071	0
NonHawaii_OilPipeline_Offshore	2090	400933	0
NonHawaii_OilPipeline_Offshore	2095	408952	0
NonHawaii_GasGathering_onshore	2045	10611	0
NonHawaii_GasGathering_onshore	2050	10823	0
NonHawaii_GasGathering_onshore	2055	11040	0
NonHawaii_GasGathering_onshore	2060	11261	0
NonHawaii_GasGathering_onshore	2065	11486	0
NonHawaii_GasGathering_onshore	2070	11716	0
NonHawaii_GasGathering_onshore	2075	11950	0
NonHawaii_GasGathering_onshore	2080	12189	0
NonHawaii_GasGathering_onshore	2085	12433	0
NonHawaii_GasGathering_onshore	2090	12681	0
NonHawaii_GasGathering_onshore	2095	12935	0
NonHawaii_GasGathering_offshore	2045	76871	0
NonHawaii_GasGathering_offshore	2050	78409	0
NonHawaii_GasGathering_offshore	2055	79977	0
NonHawaii_GasGathering_offshore	2060	81576	0
NonHawaii_GasGathering_offshore	2065	83208	0
NonHawaii_GasGathering_offshore	2070	84872	0
NonHawaii_GasGathering_offshore	2075	86570	0
NonHawaii_GasGathering_offshore	2080	88301	0
NonHawaii_GasGathering_offshore	2085	90067	0
NonHawaii_GasGathering_offshore	2090	91868	0
NonHawaii_GasGathering_offshore	2095	93706	0
NonHawaii_GasTransmission_Onshore	2045	489911	0
NonHawaii_GasTransmission_Onshore	2050	499709	0
NonHawaii_GasTransmission_Onshore	2055	509703	0
NonHawaii_GasTransmission_Onshore	2060	519897	0
NonHawaii_GasTransmission_Onshore	2065	530295	0
NonHawaii_GasTransmission_Onshore	2070	540901	0
NonHawaii_GasTransmission_Onshore	2075	551719	0
NonHawaii_GasTransmission_Onshore	2080	562754	0
NonHawaii_GasTransmission_Onshore	2085	574009	0
NonHawaii_GasTransmission_Onshore	2090	585489	0
NonHawaii_GasTransmission_Onshore	2095	597199	0
NonHawaii_GasTransmission_Offshore	2045	86774	0
NonHawaii_GasTransmission_Offshore	2050	88509	0
NonHawaii_GasTransmission_Offshore	2055	90279	0
NonHawaii_GasTransmission_Offshore	2060	92085	0
NonHawaii_GasTransmission_Offshore	2065	93927	0
NonHawaii_GasTransmission_Offshore	2070	95805	0
NonHawaii_GasTransmission_Offshore	2075	97721	0
NonHawaii_GasTransmission_Offshore	2080	99676	0
NonHawaii_GasTransmission_Offshore	2085	101669	0
NonHawaii_GasTransmission_Offshore	2090	103703	0
NonHawaii_GasTransmission_Offshore	2095	105777	0
NonHawaii_GasDistribution	2045	263768	0
NonHawaii_GasDistribution	2050	269043	0
NonHawaii_GasDistribution	2055	274424	0
NonHawaii_GasDistribution	2060	279913	0
NonHawaii_GasDistribution	2065	285511	0
NonHawaii_GasDistribution	2070	291221	0
NonHawaii_GasDistribution	2075	297046	0
NonHawaii_GasDistribution	2080	302987	0
NonHawaii_GasDistribution	2085	309046	0
NonHawaii_GasDistribution	2090	315227	0
NonHawaii_GasDistribution	2095	321532	0
NonHawaii_GasService	2045	85532	0
NonHawaii_GasService	2050	87243	0
NonHawaii_GasService	2055	88988	0
NonHawaii_GasService	2060	90768	0
NonHawaii_GasService	2065	92583	0
NonHawaii_GasService	2070	94435	0
NonHawaii_GasService	2075	96323	0
NonHawaii_GasService	2080	98250	0
NonHawaii_GasService	2085	100215	0
NonHawaii_GasService	2090	102219	0
NonHawaii_GasService	2095	104264	0
NonHawaii_Coal_railroad	2045	262892	0
NonHawaii_Coal_railroad	2050	268150	0
NonHawaii_Coal_railroad	2055	273513	0
NonHawaii_Coal_railroad	2060	278983	0
NonHawaii_Coal_railroad	2065	284563	0
NonHawaii_Coal_railroad	2070	290254	0
NonHawaii_Coal_railroad	2075	296059	0
NonHawaii_Coal_railroad	2080	301980	0
NonHawaii_Coal_railroad	2085	308020	0
NonHawaii_Coal_railroad	2090	314180	0
NonHawaii_Coal_railroad	2095	320464	0
Mines_Coal_Surface	1970	0	0
Mines_Coal_Surface	1975	0	0
Mines_Coal_Surface	1980	0	0
Mines_Coal_Surface	1985	0	0
Mines_Coal_Surface	1990	0	0
Mines_Coal_Surface	1995	0	0
Mines_Coal_Surface	2000	0	0
Mines_Coal_Surface	2005	0	0
Mines_Coal_Surface	2010	0	0
Mines_Coal_Surface	2015	0	0
Mines_Coal_Underground	1970	0	0
Mines_Coal_Underground	1975	0	0
Mines_Coal_Underground	1980	0	0
Mines_Coal_Underground	1985	0	0
Mines_Coal_Underground	1990	0	0
Mines_Coal_Underground	1995	0	0
Mines_Coal_Underground	2000	0	0
Mines_Coal_Underground	2005	0	0
Mines_Coal_Underground	2010	0	0
Mines_Coal_Underground	2015	0	0
NonHawaii_Coal_railroad	1980	0	0
NonHawaii_Coal_railroad	1985	0	0
NonHawaii_Coal_railroad	1990	0	0
NonHawaii_Coal_railroad	1995	0	0
NonHawaii_Coal_railroad	2000	0	0
NonHawaii_Coal_railroad	2005	0	0
NonHawaii_Coal_railroad	2010	0	0
NonHawaii_Coal_railroad	2015	0	0
NonHawaii_OilPipeline_Offshore	1955	0	0
NonHawaii_OilPipeline_Offshore	1960	0	0
NonHawaii_OilPipeline_Offshore	1965	0	0
NonHawaii_OilPipeline_Offshore	1970	0	0
NonHawaii_OilPipeline_Offshore	1975	0	0
NonHawaii_OilPipeline_Offshore	1980	0	0
NonHawaii_OilPipeline_Offshore	1985	0	0
NonHawaii_OilPipeline_Offshore	1990	0	0
NonHawaii_OilPipeline_Offshore	1995	0	0
NonHawaii_OilPipeline_Offshore	2000	0	0
NonHawaii_OilPipeline_Offshore	2005	0	0
NonHawaii_OilPipeline_Offshore	2010	0	0
NonHawaii_OilPipeline_Offshore	2015	0	0
NonHawaii_OilPipeline_Onshore	1955	0	0
NonHawaii_OilPipeline_Onshore	1960	0	0
NonHawaii_OilPipeline_Onshore	1965	0	0
NonHawaii_OilPipeline_Onshore	1970	0	0
NonHawaii_OilPipeline_Onshore	1975	0	0
NonHawaii_OilPipeline_Onshore	1980	0	0
NonHawaii_OilPipeline_Onshore	1985	0	0
NonHawaii_OilPipeline_Onshore	1990	0	0
NonHawaii_OilPipeline_Onshore	1995	0	0
NonHawaii_OilPipeline_Onshore	2000	0	0
NonHawaii_OilPipeline_Onshore	2005	0	0
NonHawaii_OilPipeline_Onshore	2010	0	0
NonHawaii_OilPipeline_Onshore	2015	0	0
Wells_Conventional_Oil	1975	0	0
Wells_Conventional_Oil	1980	0	0
Wells_Conventional_Oil	1985	0	0
Wells_Conventional_Oil	1990	0	0
Wells_Conventional_Oil	1995	0	0
Wells_Conventional_Oil	2000	0	0
Wells_Conventional_Oil	2005	0	0
Wells_Conventional_Oil	2010	0	0
Wells_Conventional_Oil	2015	0	0
Wells_Offshore_Oil	1975	0	0
Wells_Offshore_Oil	1980	0	0
Wells_Offshore_Oil	1985	0	0
Wells_Offshore_Oil	1990	0	0
Wells_Offshore_Oil	1995	0	0
Wells_Offshore_Oil	2000	0	0
Wells_Offshore_Oil	2005	0	0
Wells_Offshore_Oil	2010	0	0
Wells_Offshore_Oil	2015	0	0
Wells_Shale_Oil	2005	0	0
Wells_Shale_Oil	2010	0	0
Wells_Shale_Oil	2015	0	0
Hawaii_OilPipeline_Onshore	1955	0	0
Hawaii_OilPipeline_Onshore	1960	0	0
Hawaii_OilPipeline_Onshore	1965	0	0
Hawaii_OilPipeline_Onshore	1970	0	0
Hawaii_OilPipeline_Onshore	1975	0	0
Hawaii_OilPipeline_Onshore	1980	0	0
Hawaii_OilPipeline_Onshore	1985	0	0
Hawaii_OilPipeline_Onshore	2000	0	0
Hawaii_OilPipeline_Onshore	2005	0	0
Hawaii_GasTransmission_Onshore	1970	0	0
Hawaii_GasTransmission_Onshore	1975	0	0
Hawaii_GasTransmission_Onshore	2000	0	0
Hawaii_GasTransmission_Onshore	2005	0	0
Hawaii_GasTransmission_Onshore	2010	0	0
Hawaii_GasTransmission_Onshore	2015	0	0
Hawaii_GasDistribution	1955	0	0
Hawaii_GasDistribution	1960	0	0
Hawaii_GasDistribution	1965	0	0
Hawaii_GasDistribution	1970	0	0
Hawaii_GasDistribution	1975	0	0
Hawaii_GasDistribution	1980	0	0
Hawaii_GasDistribution	1985	0	0
Hawaii_GasDistribution	1990	0	0
Hawaii_GasDistribution	1995	0	0
Hawaii_GasDistribution	2000	0	0
Hawaii_GasDistribution	2005	0	0
Hawaii_GasDistribution	2010	0	0
Hawaii_GasDistribution	2015	0	0
Hawaii_GasService	1955	0	0
Hawaii_GasService	1960	0	0
Hawaii_GasService	1965	0	0
Hawaii_GasService	1970	0	0
Hawaii_GasService	1975	0	0
Hawaii_GasService	1980	0	0
Hawaii_GasService	1985	0	0
Hawaii_GasService	1990	0	0
Hawaii_GasService	1995	0	0
Hawaii_GasService	2000	0	0
Hawaii_GasService	2005	0	0
Hawaii_GasService	2010	0	0
Hawaii_GasService	2015	0	0
Oahu_IC_Barge_Generic	2045	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2050	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2055	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2060	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2065	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2070	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2075	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2080	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2085	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2090	1323327.728	34214.22146
Oahu_IC_Barge_Generic	2095	1323327.728	34214.22146
Oahu_IC_MCBH_Generic	2045	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2050	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2055	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2060	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2065	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2070	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2075	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2080	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2085	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2090	1323327.728	33843.81691
Oahu_IC_MCBH_Generic	2095	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2045	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2050	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2055	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2060	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2065	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2070	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2075	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2080	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2085	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2090	1323327.728	33843.81691
Oahu_IC_Schofield_Generic	2095	1323327.728	33843.81691
Oahu_CC_Kahe4_Generic	2045	965.1211933	34214.22146
Oahu_CC_Kahe4_Generic	2050	984.4236172	34214.22146
Oahu_CC_Kahe4_Generic	2055	1004.11209	34214.22146
Oahu_CC_Kahe4_Generic	2060	1024.194331	34214.22146
Oahu_CC_Kahe4_Generic	2065	1044.678218	34214.22146
Oahu_CC_Kahe4_Generic	2070	1065.571782	34214.22146
Oahu_CC_Kahe4_Generic	2075	1086.883218	34214.22146
Oahu_CC_Kahe4_Generic	2080	1108.620882	34214.22146
Oahu_CC_Kahe4_Generic	2085	1130.7933	34214.22146
Oahu_CC_Kahe4_Generic	2090	1153.409166	34214.22146
Oahu_CC_Kahe4_Generic	2095	1176.477349	34214.22146
Oahu_CC_Kahe5_Generic	2045	965.1211933	33843.81691
Oahu_CC_Kahe5_Generic	2050	984.4236172	33843.81691
Oahu_CC_Kahe5_Generic	2055	1004.11209	33843.81691
Oahu_CC_Kahe5_Generic	2060	1024.194331	33843.81691
Oahu_CC_Kahe5_Generic	2065	1044.678218	33843.81691
Oahu_CC_Kahe5_Generic	2070	1065.571782	33843.81691
Oahu_CC_Kahe5_Generic	2075	1086.883218	33843.81691
Oahu_CC_Kahe5_Generic	2080	1108.620882	33843.81691
Oahu_CC_Kahe5_Generic	2085	1130.7933	33843.81691
Oahu_CC_Kahe5_Generic	2090	1153.409166	33843.81691
Oahu_CC_Kahe5_Generic	2095	1176.477349	33843.81691
Oahu_CC_Kahe6_Generic	2045	965.1211933	33843.81691
Oahu_CC_Kahe6_Generic	2050	984.4236172	33843.81691
Oahu_CC_Kahe6_Generic	2055	1004.11209	33843.81691
Oahu_CC_Kahe6_Generic	2060	1024.194331	33843.81691
Oahu_CC_Kahe6_Generic	2065	1044.678218	33843.81691
Oahu_CC_Kahe6_Generic	2070	1065.571782	33843.81691
Oahu_CC_Kahe6_Generic	2075	1086.883218	33843.81691
Oahu_CC_Kahe6_Generic	2080	1108.620882	33843.81691
Oahu_CC_Kahe6_Generic	2085	1130.7933	33843.81691
Oahu_CC_Kahe6_Generic	2090	1153.409166	33843.81691
Oahu_CC_Kahe6_Generic	2095	1176.477349	33843.81691
Oahu_Coal_Generic	2045	2252	41767
Oahu_Coal_Generic	2050	2297	42603
Oahu_Coal_Generic	2055	2343	43455
Oahu_Coal_Generic	2060	2390	44324
Oahu_Coal_Generic	2065	2438	45210
Oahu_Coal_Generic	2070	2487	46115
Oahu_Coal_Generic	2075	2536	47037
Oahu_Coal_Generic	2080	2587	47978
Oahu_Coal_Generic	2085	2639	48937
Oahu_Coal_Generic	2090	2692	49916
Oahu_Coal_Generic	2095	2746	50914
Hawaii_OilPipeline_Onshore	2045	32812	0
Hawaii_OilPipeline_Onshore	2050	32168	0
Hawaii_OilPipeline_Onshore	2055	31538	0
Hawaii_OilPipeline_Onshore	2060	30919	0
Hawaii_OilPipeline_Onshore	2065	30313	0
Hawaii_OilPipeline_Onshore	2070	29719	0
Hawaii_OilPipeline_Onshore	2075	29136	0
Hawaii_OilPipeline_Onshore	2080	28565	0
Hawaii_OilPipeline_Onshore	2085	28005	0
Hawaii_OilPipeline_Onshore	2090	27455	0
Hawaii_OilPipeline_Onshore	2095	26917	0
Hawaii_GasTransmission_Onshore	2045	360163	0
Hawaii_GasTransmission_Onshore	2050	367366	0
Hawaii_GasTransmission_Onshore	2055	374713	0
Hawaii_GasTransmission_Onshore	2060	382207	0
Hawaii_GasTransmission_Onshore	2065	389851	0
Hawaii_GasTransmission_Onshore	2070	397649	0
Hawaii_GasTransmission_Onshore	2075	405601	0
Hawaii_GasTransmission_Onshore	2080	413714	0
Hawaii_GasTransmission_Onshore	2085	421988	0
Hawaii_GasTransmission_Onshore	2090	430428	0
Hawaii_GasTransmission_Onshore	2095	439036	0
Hawaii_GasDistribution	2045	263768	0
Hawaii_GasDistribution	2050	269043	0
Hawaii_GasDistribution	2055	274424	0
Hawaii_GasDistribution	2060	279913	0
Hawaii_GasDistribution	2065	285511	0
Hawaii_GasDistribution	2070	291221	0
Hawaii_GasDistribution	2075	297046	0
Hawaii_GasDistribution	2080	302987	0
Hawaii_GasDistribution	2085	309046	0
Hawaii_GasDistribution	2090	315227	0
Hawaii_GasDistribution	2095	321532	0
Hawaii_GasService	2045	85532	0
Hawaii_GasService	2050	87243	0
Hawaii_GasService	2055	88988	0
Hawaii_GasService	2060	90768	0
Hawaii_GasService	2065	92583	0
Hawaii_GasService	2070	94435	0
Hawaii_GasService	2075	96323	0
Hawaii_GasService	2080	98250	0
Hawaii_GasService	2085	100215	0
Hawaii_GasService	2090	102219	0
Hawaii_GasService	2095	104264	0
Hawaii_LNG	2045	98490	0
Hawaii_LNG	2050	100460	0
Hawaii_LNG	2055	102469	0
Hawaii_LNG	2060	104519	0
Hawaii_LNG	2065	106609	0
Hawaii_LNG	2070	108741	0
Hawaii_LNG	2075	110916	0
Hawaii_LNG	2080	113134	0
Hawaii_LNG	2085	115397	0
Hawaii_LNG	2090	117705	0
Hawaii_LNG	2095	120059	0
Oahu_CentralTrackingPV_PV_04	2035	0	0
Oahu_CentralTrackingPV_PV_05	2035	0	0
Oahu_DistPV_Oahu_DistPV_1	2040	0	0
Oahu_OnshoreWind_OnWind_501	2022	0	0
Oahu_OnshoreWind_OnWind_501	2030	0	0
Oahu_OnshoreWind_OnWind_503	2020	0	0
Oahu_OnshoreWind_OnWind_505	2040	0	0
Oahu_OnshoreWind_OnWind_Kahuku	2040	0	0
Oahu_OnshoreWind_OnWind_Kawailoa	2040	0	0
Wells_Shale_Oil	2030	0	0
Wells_Offshore_Oil	2020	0	0
Mines_Coal_Surface	2020	0	0
Mines_Coal_Underground	2020	0	0
NonHawaii_OilPipeline_Offshore	2020	0	0
NonHawaii_GasGathering_onshore	2025	0	0
NonHawaii_GasTransmission_Offshore	2022	0	0
NonHawaii_Coal_railroad	2020	0	0
NonHawaii_Coal_railroad	2022	0	0
NonHawaii_Coal_railroad	2030	0	0
NonHawaii_Coal_railroad	2035	0	0
Oahu_CC_Kahe4_Generic	2035	0	0
Oahu_Coal_Generic	2020	0	0
Hawaii_OilPipeline_Onshore	2022	0	0
Hawaii_OilPipeline_Onshore	2030	0	0
Hawaii_OilPipeline_Onshore	2035	0	0
Hawaii_OilPipeline_Onshore	2040	0	0
Hawaii_GasTransmission_Onshore	2035	0	0
Hawaii_GasTransmission_Onshore	2040	0	0
