GENERATION_PROJECT	build_year	gen_predetermined_cap
Oahu_OnshoreWind_OnWind_501	2022	16.36421103
NonHawaii_GasGathering_onshore	2025	411
Hawaii_OilPipeline_Onshore	2030	1809
NonHawaii_Coal_railroad	2030	68
Oahu_OnshoreWind_OnWind_501	2030	153.0091858
Wells_Shale_Oil	2030	158.2
Hawaii_GasTransmission_Onshore	2035	69.64
Hawaii_OilPipeline_Onshore	2035	1809
NonHawaii_Coal_railroad	2035	170
Oahu_CC_Kahe4_Generic	2035	85.3
Oahu_CentralTrackingPV_PV_04	2035	162.9393886
Oahu_CentralTrackingPV_PV_05	2035	34.18905258
Hawaii_GasTransmission_Onshore	2040	69.64
Hawaii_OilPipeline_Onshore	2040	1809
Oahu_DistPV_Oahu_DistPV_1	2040	130.9998155
Oahu_OnshoreWind_OnWind_505	2040	42.5
Oahu_OnshoreWind_OnWind_Kahuku	2040	12.37713229
Oahu_OnshoreWind_OnWind_Kawailoa	2040	30.94820247
