GEN_TPS_1	GEN_TPS_2	gen_predetermined_commit
Hawaii_GasDistribution	2020020200	0
Hawaii_GasDistribution	2020020202	0
Hawaii_GasDistribution	2020020204	0
Hawaii_GasDistribution	2020020206	0
Hawaii_GasDistribution	2020020208	0
Hawaii_GasDistribution	2020020210	0
Hawaii_GasDistribution	2020020212	0
Hawaii_GasDistribution	2020020214	0
Hawaii_GasDistribution	2020020216	0
Hawaii_GasDistribution	2020020218	0
Hawaii_GasDistribution	2020020220	0
Hawaii_GasDistribution	2020020222	0
Hawaii_GasDistribution	2020040200	0
Hawaii_GasDistribution	2020040202	0
Hawaii_GasDistribution	2020040204	0
Hawaii_GasDistribution	2020040206	0
Hawaii_GasDistribution	2020040208	0
Hawaii_GasDistribution	2020040210	0
Hawaii_GasDistribution	2020040212	0
Hawaii_GasDistribution	2020040214	0
Hawaii_GasDistribution	2020040216	0
Hawaii_GasDistribution	2020040218	0
Hawaii_GasDistribution	2020040220	0
Hawaii_GasDistribution	2020040222	0
Hawaii_GasDistribution	2020060200	0
Hawaii_GasDistribution	2020060202	0
Hawaii_GasDistribution	2020060204	0
Hawaii_GasDistribution	2020060206	0
Hawaii_GasDistribution	2020060208	0
Hawaii_GasDistribution	2020060210	0
Hawaii_GasDistribution	2020060212	0
Hawaii_GasDistribution	2020060214	0
Hawaii_GasDistribution	2020060216	0
Hawaii_GasDistribution	2020060218	0
Hawaii_GasDistribution	2020060220	0
Hawaii_GasDistribution	2020060222	0
Hawaii_GasDistribution	2020080200	0
Hawaii_GasDistribution	2020080202	0
Hawaii_GasDistribution	2020080204	0
Hawaii_GasDistribution	2020080206	0
Hawaii_GasDistribution	2020080208	0
Hawaii_GasDistribution	2020080210	0
Hawaii_GasDistribution	2020080212	0
Hawaii_GasDistribution	2020080214	0
Hawaii_GasDistribution	2020080216	0
Hawaii_GasDistribution	2020080218	0
Hawaii_GasDistribution	2020080220	0
Hawaii_GasDistribution	2020080222	0
Hawaii_GasDistribution	2020100200	0
Hawaii_GasDistribution	2020100202	0
Hawaii_GasDistribution	2020100204	0
Hawaii_GasDistribution	2020100206	0
Hawaii_GasDistribution	2020100208	0
Hawaii_GasDistribution	2020100210	0
Hawaii_GasDistribution	2020100212	0
Hawaii_GasDistribution	2020100214	0
Hawaii_GasDistribution	2020100216	0
Hawaii_GasDistribution	2020100218	0
Hawaii_GasDistribution	2020100220	0
Hawaii_GasDistribution	2020100222	0
Hawaii_GasDistribution	2020120200	0
Hawaii_GasDistribution	2020120202	0
Hawaii_GasDistribution	2020120204	0
Hawaii_GasDistribution	2020120206	0
Hawaii_GasDistribution	2020120208	0
Hawaii_GasDistribution	2020120210	0
Hawaii_GasDistribution	2020120212	0
Hawaii_GasDistribution	2020120214	0
Hawaii_GasDistribution	2020120216	0
Hawaii_GasDistribution	2020120218	0
Hawaii_GasDistribution	2020120220	0
Hawaii_GasDistribution	2020120222	0
Hawaii_GasDistribution	2022020600	0
Hawaii_GasDistribution	2022020602	0
Hawaii_GasDistribution	2022020604	0
Hawaii_GasDistribution	2022020606	0
Hawaii_GasDistribution	2022020608	0
Hawaii_GasDistribution	2022020610	0
Hawaii_GasDistribution	2022020612	0
Hawaii_GasDistribution	2022020614	0
Hawaii_GasDistribution	2022020616	0
Hawaii_GasDistribution	2022020618	0
Hawaii_GasDistribution	2022020620	0
Hawaii_GasDistribution	2022020622	0
Hawaii_GasDistribution	2022040600	0
