GENERATION_PROJECT	build_year	gen_overnight_cost	gen_fixed_om
Oahu_CentralTrackingPV_PV_06	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_06	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_06	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_06	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2020	2506345.173	22970
Oahu_CentralTrackingPV_PV_07	2022	2344828.558	22970
Oahu_CentralTrackingPV_PV_07	2025	2153676.338	22970
Oahu_CentralTrackingPV_PV_07	2030	1925018.94	22970
Oahu_CentralTrackingPV_PV_07	2035	1737692.233	22970
Oahu_CentralTrackingPV_PV_07	2040	1568594.592	22970
Oahu_CentralTrackingPV_PV_07	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2020	2506345.173	22970
Oahu_CentralTrackingPV_PV_08	2022	2344828.558	22970
Oahu_CentralTrackingPV_PV_08	2025	2153676.338	22970
Oahu_CentralTrackingPV_PV_08	2030	1925018.94	22970
Oahu_CentralTrackingPV_PV_08	2035	1737692.233	22970
Oahu_CentralTrackingPV_PV_08	2040	1568594.592	22970
Oahu_CentralTrackingPV_PV_08	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2020	2506345.173	22970
Oahu_CentralTrackingPV_PV_09	2022	2344828.558	22970
Oahu_CentralTrackingPV_PV_09	2025	2153676.338	22970
Oahu_CentralTrackingPV_PV_09	2030	1925018.94	22970
Oahu_CentralTrackingPV_PV_09	2035	1737692.233	22970
Oahu_CentralTrackingPV_PV_09	2040	1568594.592	22970
Oahu_CentralTrackingPV_PV_09	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2020	2506345.173	22970
Oahu_CentralTrackingPV_PV_10	2022	2344828.558	22970
Oahu_CentralTrackingPV_PV_10	2025	2153676.338	22970
Oahu_CentralTrackingPV_PV_10	2030	1925018.94	22970
Oahu_CentralTrackingPV_PV_10	2035	1737692.233	22970
Oahu_CentralTrackingPV_PV_10	2040	1568594.592	22970
Oahu_CentralTrackingPV_PV_10	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2020	2506345.173	22970
Oahu_CentralTrackingPV_PV_11	2022	2344828.558	22970
Oahu_CentralTrackingPV_PV_11	2025	2153676.338	22970
Oahu_CentralTrackingPV_PV_11	2030	1925018.94	22970
Oahu_CentralTrackingPV_PV_11	2035	1737692.233	22970
Oahu_CentralTrackingPV_PV_11	2040	1568594.592	22970
Oahu_CentralTrackingPV_PV_11	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2020	2506345.173	22970
Oahu_CentralTrackingPV_PV_12	2022	2344828.558	22970
Oahu_CentralTrackingPV_PV_12	2025	2153676.338	22970
Oahu_CentralTrackingPV_PV_12	2030	1925018.94	22970
Oahu_CentralTrackingPV_PV_12	2035	1737692.233	22970
Oahu_CentralTrackingPV_PV_12	2040	1568594.592	22970
Oahu_CentralTrackingPV_PV_12	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2075	1415952.115	22970
